program,a_interact_yn,a_interact_t,a_interact_h,a_info,a_info_yn,do_attend,do_effective,do_expect,do_assess,gs_fin,gs_it,gs_ws,gs_lib,gs_lab,pq_facintel,pq_recdev,pq_curric,pq_teach,pq_methods,pq_advise,pq_comps,pq_collab,pq_employ,pq_overall,c_respect,c_intelpos,c_socpos,c_studentcol,c_staffhelp,c_tensions,c_finfair,c_advisad,c_mcareer,o_fin,o_fam,o_facavail,o_req,o_sched,o_immig,o_other,cp_yn,cp_fac,cp_intel,cp_social,cp_overall,qe_course,qe_select,qe_feedback,qe_avail,m_help_written,m_help_oral,m_help_topic,m_help_proposal,m_help_research,m_help_writing,m_help_careeracad,m_help_careernonacad,m_help_employ,m_time_written,m_time_oral,m_time_topic,m_time_proposal,m_time_research,m_time_writing,m_time_careeracad,m_time_careernonacad,m_time_employ,me_oth_yn,me_oth_dep,me_oth_help_written,me_oth_help_oral,me_oth_help_topic,me_oth_help_proposal,me_oth_help_research,me_oth_help_writing,me_oth_help_careeracad,me_oth_help_careernonacad,me_oth_help_employ,me_oth_time_written,me_oth_time_oral,me_oth_time_topic,me_oth_time_proposal,me_oth_time_research,me_oth_time_writing,me_oth_time_careeracad,me_oth_time_careernonacad,me_oth_time_employ,d_ta_yn,d_ta_number,d_ta_training_location,d_ta_training_helpful,d_colteach_training_yn,d_coltech_training_helpful,d_colteach_training_location,d_ta_solo_yn,d_ta_solo_number,d_ta_solo_location,d_ra_yn,d_ra_helpful,d_conf_yn,d_careerevents_yn,d_careerstaff_yn,d_workshopdep_yn,d_workshopgrad_yn,d_coursesdep_yn,d_coursesgrad_yn,d_conf_sat,d_careerevents_sat,d_careerstaff_sat,d_workshopdep_sat,d_workshopgrad_sat,d_coursesdep_sat,d_coursesgrad_sat,pp_oncampus,pp_offcampus,pp_funding,pp_fundsource,pp_pubs,pp_pending,f_supp_yn,f_guarantee,f_years,f_sources,f_sat,f_ratime,f_tatime,f_borrowing,os_acad_exper,os_stud_exper,os_overall_exper,os_clear_research_ques,os_apply_research_meth,os_analyze_data,os_acad_pres,os_public_pres,os_train_grant_yn,os_job_interviews_yn,os_job_talk_yn,os_locate_acad_pos_yn,os_locate_outside_acad_pos_yn,os_train_grant,os_job_interviews,os_job_talk,os_locate_acad_pos,os_locate_outside_acad_pos,os_same_uni,os_same_field,os_same_diss_adv,os_recommend,e_postgrad_plans,e_employer_type_educ,e_employer_type_gov,e_employer_type_priv,e_employer_loc
Farfetch'd,1.1470588235294117,9.517241379310345,1.3448275862068966,1.3529411764705883,1.6818181818181819,2.588235294117647,4.15,1.1764705882352942,1.6176470588235294,3.3529411764705883,2.735294117647059,3.176470588235294,3.7058823529411766,3.1363636363636362,3.411764705882353,3.3529411764705883,3,2.9705882352941178,3.088235294117647,2.8484848484848486,3.0294117647058822,3.176470588235294,3.264705882352941,2.8529411764705883,3.7058823529411766,3.5294117647058822,3.588235294117647,3.411764705882353,3.088235294117647,3.1470588235294117,3.2058823529411766,2.823529411764706,3.5294117647058822,1.7272727272727273,1.7272727272727273,1.411764705882353,1.6470588235294117,1.2647058823529411,1.2173913043478262,1.3846153846153846,1.6176470588235294,3.5384615384615383,3.8461538461538463,3.8461538461538463,3.8461538461538463,3.4705882352941178,3.3823529411764706,3.823529411764706,3.5,2.6470588235294117,2.5294117647058822,1.4411764705882353,1.1764705882352942,1.4705882352941178,1.2424242424242424,2.0303030303030303,3.5,2.7941176470588234,2.5161290322580645,2.4193548387096775,1.3125,1.1875,1.4375,1.6451612903225807,1.90625,3.2903225806451615,2.7096774193548385,1.3823529411764706,1.1111111111111112,3.0476190476190474,3.0952380952380953,2.8095238095238093,3.1904761904761907,1.9523809523809523,2.4285714285714284,3,4.333333333333333,3.238095238095238,2.9047619047619047,2.8095238095238093,2.857142857142857,3.3333333333333335,2.142857142857143,2.619047619047619,2.9047619047619047,3.85,2.857142857142857,1,1.5,8.241379310344827,1.8529411764705883,1.2941176470588236,1.5833333333333333,5.608695652173913,1.3529411764705883,3.909090909090909,12.272727272727273,1.6764705882352942,2.272727272727273,1.7941176470588236,1.5588235294117647,1.7647058823529411,1.5588235294117647,1.4411764705882353,1.8823529411764706,1.5588235294117647,2.6666666666666665,2.7142857142857144,2.5714285714285716,2.3125,2.2777777777777777,2.5,2.2142857142857144,7.411764705882353,6.882352941176471,1.4705882352941178,11.25,9.735294117647058,8.617647058823529,1.0588235294117647,1,1.09375,12.5625,1.1875,2,1.9,8.558823529411764,3.5,3.5294117647058822,3.1470588235294117,3,3.088235294117647,3.588235294117647,3.5588235294117645,2.735294117647059,1.6470588235294117,1.6470588235294117,1.6176470588235294,1.6176470588235294,1.8823529411764706,2,2.5,2.7142857142857144,2.6153846153846154,2.2857142857142856,3.323529411764706,4,3.8529411764705883,2.9411764705882355,2.1470588235294117,3.8333333333333335,1,2,1.8
Emolga,1.1608391608391608,9.85593220338983,1.2016806722689075,1.2657342657342658,1.5333333333333334,2.041958041958042,3.2058823529411766,1.06993006993007,1.06993006993007,3.762237762237762,3.556338028169014,3.5034965034965033,3.8461538461538463,3.5039370078740157,3.6153846153846154,3.4125874125874125,3.006993006993007,2.9859154929577465,3.076923076923077,3.3216783216783217,3.237762237762238,3.6223776223776225,3.237762237762238,3.211267605633803,3.3216783216783217,3.3286713286713288,3.3846153846153846,3.323943661971831,2.923076923076923,3.2237762237762237,3.3636363636363638,3.090909090909091,3.132867132867133,1.2173913043478262,1.3475177304964538,1.446808510638298,1.3309859154929577,1.2765957446808511,1.503875968992248,1.1764705882352942,1.902097902097902,3.357142857142857,3.2857142857142856,3.5714285714285716,3.9285714285714284,3.5384615384615383,3.265734265734266,3.5594405594405596,3.4405594405594404,2.078014184397163,1.8865248226950355,1.5422535211267605,1.7464788732394365,1.446808510638298,1.7,2.198581560283688,2.084507042253521,2.1619718309859155,2.036764705882353,1.8088235294117647,1.5735294117647058,1.7794117647058822,1.5,1.75,2.2205882352941178,2.0444444444444443,2.1605839416058394,1.6453900709219857,1.2444444444444445,2.34,2.2549019607843137,2.156862745098039,1.8823529411764706,1.607843137254902,2.1372549019607843,2.1372549019607843,1.9411764705882353,2.2745098039215685,2.326530612244898,2.1020408163265305,2.0408163265306123,1.8125,1.5510204081632653,2.0416666666666665,1.9795918367346939,1.836734693877551,2.163265306122449,1.0492957746478873,3.814814814814815,10.174242424242424,1.8814814814814815,1.708955223880597,1.65,10.25,1.9555555555555555,3.4,8.5,1.0283687943262412,1.1159420289855073,1.801418439716312,1.375886524822695,1.6879432624113475,1.7801418439716312,1.8156028368794326,1.8865248226950355,1.851063829787234,1.5517241379310345,2.1333333333333333,1.6304347826086956,1.911764705882353,1.9310344827586208,1.4444444444444444,1.4761904761904763,7.845070422535211,6.661971830985915,1.099290780141844,12.305343511450381,6.4822695035460995,7.0212765957446805,1.0352112676056338,1.2627737226277371,1.5247524752475248,21.610294117647058,1.088235294117647,2.08,1.8585858585858586,8.764285714285714,3.943661971830986,3.7183098591549295,3.767605633802817,3.8450704225352115,3.8450704225352115,3.823943661971831,3.6950354609929077,3.528169014084507,1.6524822695035462,1.5323741007194245,1.5928571428571427,1.5827338129496402,1.5323741007194245,2.022222222222222,1.8214285714285714,1.702127659574468,1.96,1.9649122807017543,3.7857142857142856,3.857142857142857,3.7714285714285714,4.078571428571428,4.666666666666667,4.466666666666667,3,3.7936507936507935,1.967032967032967
Drapion,1.2934782608695652,8.292307692307693,1.2153846153846153,1.4782608695652173,1.4375,2.2934782608695654,3.5789473684210527,1.108695652173913,1.4891304347826086,3.619565217391304,3.641304347826087,3.891304347826087,4.076923076923077,3.7868852459016393,4.318681318681318,3.6153846153846154,3.2637362637362637,3.4175824175824174,3.6483516483516483,3.5934065934065935,3.5384615384615383,3.5164835164835164,3.8,3.4285714285714284,3.010989010989011,3.087912087912088,3.021978021978022,3.2,2.978021978021978,2.7032967032967035,3.1444444444444444,2.7252747252747254,3.4175824175824174,1.3258426966292134,1.4772727272727273,1.3846153846153846,1.2197802197802199,1.120879120879121,1.2467532467532467,1.1111111111111112,1.967032967032967,4.333333333333333,3.3333333333333335,4.666666666666667,4.666666666666667,3.1666666666666665,2.7362637362637363,3.1758241758241756,2.978021978021978,1.8681318681318682,1.7472527472527473,1.3076923076923077,1.3406593406593406,1.2967032967032968,1.2555555555555555,1.4285714285714286,3.2527472527472527,1.711111111111111,1.8651685393258426,1.75,1.3258426966292134,1.3258426966292134,1.303370786516854,1.2921348314606742,1.3820224719101124,3.134831460674157,1.6022727272727273,1.2967032967032968,1.2166666666666666,2.3114754098360657,2.4754098360655736,2,1.901639344262295,1.901639344262295,1.901639344262295,1.6721311475409837,3.4754098360655736,2,2.3275862068965516,2.4310344827586206,2.0338983050847457,1.9310344827586208,1.8983050847457628,1.9152542372881356,1.694915254237288,3.413793103448276,1.9661016949152543,1.043956043956044,1.7325581395348837,9.105882352941176,1.6551724137931034,1.7701149425287357,1.5,5.9,1.6206896551724137,4.59375,9.06060606060606,1.164835164835165,1.4342105263157894,1.879120879120879,1.8,1.8571428571428572,1.8241758241758241,1.7582417582417582,1.934065934065934,1.89010989010989,1.75,2,1.7142857142857142,1.9411764705882353,2.142857142857143,1.25,1.3636363636363635,6.747252747252747,6.626373626373627,1.1538461538461537,14.555555555555555,9.395604395604396,7.3076923076923075,1.054945054945055,1,1.011764705882353,20.69047619047619,1.1046511627906976,2,1.9466666666666668,8.285714285714286,3.681318681318681,3.5054945054945055,3.5934065934065935,4,4.033333333333333,3.8777777777777778,4.241758241758242,3.857142857142857,1.901098901098901,1.1758241758241759,1.098901098901099,1.2666666666666666,1.901098901098901,1.6666666666666667,1.6323529411764706,1.5857142857142856,1.543859649122807,1.5,3.8351648351648353,4.208791208791209,4.241758241758242,3.934065934065934,5.549450549450549,5.111111111111111,2.875,3.5833333333333335,1.8
Doduo,1,9.833333333333334,1.2777777777777777,1.4444444444444444,1.6,2.2777777777777777,3.4285714285714284,1.2777777777777777,1.1666666666666667,3.2777777777777777,3.4705882352941178,3.4444444444444446,4.222222222222222,4,4,4,2.888888888888889,2.7222222222222223,2.7222222222222223,3.588235294117647,2.7222222222222223,4.111111111111111,3.8333333333333335,3.3333333333333335,3.1176470588235294,3,2.9411764705882355,3.2941176470588234,2.588235294117647,3.6470588235294117,3.4705882352941178,2.7058823529411766,3.588235294117647,1.8333333333333333,1.9411764705882353,1.6666666666666667,1.7222222222222223,1.3529411764705883,1.2666666666666666,1.4285714285714286,1.3888888888888888,4,3.4545454545454546,3.3636363636363638,3.272727272727273,4,3.2222222222222223,3.235294117647059,3.2222222222222223,2.6470588235294117,1.6666666666666667,1.5,1.7777777777777777,1.5555555555555556,1.3333333333333333,1.7222222222222223,3.888888888888889,2.4444444444444446,2.7058823529411766,1.8333333333333333,1.2941176470588236,1.3333333333333333,1.6666666666666667,1.4444444444444444,1.6666666666666667,3.823529411764706,2.5,1.2777777777777777,1.0833333333333333,3.230769230769231,3.230769230769231,2.076923076923077,3.1538461538461537,1.4615384615384615,2,2.5384615384615383,4.538461538461538,3.076923076923077,3.230769230769231,3.3076923076923075,2.230769230769231,3,1.0769230769230769,1.9230769230769231,2.3846153846153846,4.538461538461538,3.076923076923077,1,2.176470588235294,8.5625,1.6666666666666667,1.3888888888888888,1.8181818181818181,9,1.2222222222222223,1.2307692307692308,10.285714285714286,1.6666666666666667,1.6666666666666667,1.9444444444444444,1.6111111111111112,1.7777777777777777,1.5,1.6111111111111112,1.5,1.6666666666666667,2,2.25,2.2,2.6,2.142857142857143,2.2,1.8571428571428572,7.777777777777778,8.666666666666666,1.2777777777777777,8,9.5,8.333333333333334,1,1,1.0555555555555556,15.38888888888889,1.2222222222222223,2,1.7222222222222223,8.333333333333334,3.888888888888889,3.611111111111111,3.9444444444444446,3.7777777777777777,3.9444444444444446,3.611111111111111,3.1666666666666665,3.6666666666666665,1.8823529411764706,1.2352941176470589,1.2941176470588236,1.1176470588235294,1.8235294117647058,1.5,1.9166666666666667,2,2.1538461538461537,2.1666666666666665,3.6666666666666665,3.3333333333333335,3.7222222222222223,3.8333333333333335,4.388888888888889,4.555555555555555,3.5,3.3333333333333335,1.7
Croconaw,1.1764705882352942,10.11111111111111,1.2142857142857142,1.1764705882352942,1.5,2.411764705882353,3.64,1.3823529411764706,1.2647058823529411,3.588235294117647,2.9705882352941178,3.0588235294117645,3.5588235294117645,3.6470588235294117,3.9705882352941178,3.3823529411764706,2.8823529411764706,2.9411764705882355,3.176470588235294,2.8823529411764706,2.5588235294117645,2.8823529411764706,2.8529411764705883,2.696969696969697,3.5294117647058822,3.8823529411764706,3.823529411764706,3.4411764705882355,3.7058823529411766,3.264705882352941,3.735294117647059,3.6176470588235294,3.4242424242424243,1.2647058823529411,1.5588235294117647,1.4411764705882353,1.3235294117647058,1.1176470588235294,1.1071428571428572,1.1,1.3823529411764706,3.761904761904762,3.5714285714285716,3.4761904761904763,3.9523809523809526,4.117647058823529,3.911764705882353,4.147058823529412,3.4705882352941178,2.4411764705882355,2.264705882352941,1.6470588235294117,2.176470588235294,1.6470588235294117,2.2058823529411766,2.3529411764705883,3.323529411764706,2.676470588235294,2.272727272727273,2.212121212121212,1.7272727272727273,2.03125,1.7575757575757576,1.8484848484848484,2.121212121212121,3.15625,2.4242424242424243,1.411764705882353,1.4444444444444444,3.6842105263157894,3.736842105263158,3.210526315789474,3.6315789473684212,2.526315789473684,3.4210526315789473,2.210526315789474,2.6315789473684212,2.8947368421052633,3.823529411764706,3.823529411764706,3.0588235294117645,3.7058823529411766,2.6470588235294117,3.3529411764705883,2.3333333333333335,2.4444444444444446,2.7058823529411766,1.4705882352941178,4.777777777777778,8.777777777777779,1.8333333333333333,1.6666666666666667,1.5,6.333333333333333,1.8333333333333333,5,9,1.411764705882353,1.1,1.9411764705882353,1.5151515151515151,1.8529411764705883,1.9705882352941178,1.8235294117647058,1.9411764705882353,1.8529411764705883,2,2.4705882352941178,1,1,1.3333333333333333,2,2,6.363636363636363,6.382352941176471,1.1470588235294117,14.064516129032258,7.882352941176471,8.147058823529411,1.0294117647058822,1,1.1515151515151516,31.09375,1,2.1176470588235294,1.75,8.882352941176471,3.323529411764706,3.235294117647059,3.235294117647059,4,4,3.9411764705882355,3.6470588235294117,3.264705882352941,1.3235294117647058,1.8235294117647058,1.7647058823529411,1.6470588235294117,1.8529411764705883,2.130434782608696,2.2,1.5,2.090909090909091,2,3.4411764705882355,3.823529411764706,3.323529411764706,3.735294117647059,4.205882352941177,2.8823529411764706,3.3333333333333335,3.5,1.894736842105263
Chinchou,1.1728395061728396,10.044776119402986,1.2238805970149254,1.2839506172839505,1.6206896551724137,2.308641975308642,3.925373134328358,1.0864197530864197,1.3209876543209877,3.4444444444444446,3.125,3.4074074074074074,3.740740740740741,3.6296296296296298,4.012345679012346,3.0987654320987654,2.5555555555555554,2.8125,2.9382716049382718,3.185185185185185,2.9375,3.3950617283950617,2.765432098765432,2.6419753086419755,3.567901234567901,3.5555555555555554,3.654320987654321,3.2222222222222223,3.271604938271605,3.4444444444444446,3.691358024691358,3.1604938271604937,3.6666666666666665,1.2911392405063291,1.5384615384615385,1.3580246913580247,1.3703703703703705,1.1975308641975309,1.0701754385964912,1.2857142857142858,1.5432098765432098,4.135135135135135,3.972972972972973,3.864864864864865,3.918918918918919,3.567901234567901,3.4691358024691357,3.3703703703703702,3.3333333333333335,1.7160493827160495,1.691358024691358,1.275,1.9135802469135803,1.4567901234567902,1.7407407407407407,2.3950617283950617,3.1728395061728394,2.432098765432099,1.75,1.65,1.435897435897436,1.8227848101265822,1.4875,1.65,2.325,2.9873417721518987,2.3625,1.5185185185185186,1.3529411764705883,3.4324324324324325,3.4864864864864864,3.324324324324324,3.675675675675676,2.5555555555555554,3.5945945945945947,2.2972972972972974,2.25,2.4,3.257142857142857,3.4444444444444446,3.1666666666666665,3.4285714285714284,2.4166666666666665,3.5,2.085714285714286,2,2.0555555555555554,1.271604938271605,4.220338983050848,9.185185185185185,1.9310344827586208,1.6779661016949152,1.3157894736842106,6.2631578947368425,1.9661016949152543,5,8,1.3125,1.1818181818181819,1.9367088607594938,1.3580246913580247,1.617283950617284,1.8395061728395061,1.8148148148148149,1.8888888888888888,1.8024691358024691,1.6666666666666667,1.9622641509433962,1.6875,1.7857142857142858,1.5714285714285714,1.4545454545454546,1.4375,6.1234567901234565,6.555555555555555,1.2469135802469136,12.357142857142858,7.209876543209877,7.7875,1.1111111111111112,1.0138888888888888,1.3943661971830985,27.56338028169014,1.0845070422535212,2.1555555555555554,1.5625,8.975308641975309,3.6049382716049383,3.4074074074074074,3.259259259259259,3.8641975308641974,3.9135802469135803,3.814814814814815,3.9012345679012346,3.4074074074074074,1.1358024691358024,1.8271604938271604,1.8024691358024691,1.617283950617284,1.654320987654321,1.6119402985074627,2.3125,1.9375,1.9666666666666666,2.5555555555555554,3.75,3.8641975308641974,3.9012345679012346,3.876543209876543,4.197530864197531,2.6666666666666665,3,3.8461538461538463,1.951219512195122
Chansey,1.1612903225806452,9.461538461538462,1.2692307692307692,1.2903225806451613,1.4545454545454546,2.4516129032258065,3.8181818181818183,1.2258064516129032,1.6129032258064515,3.4,3.2580645161290325,2.6774193548387095,4.548387096774194,3.8,3.7096774193548385,3.2903225806451615,2.6774193548387095,2.5161290322580645,3.064516129032258,3.096774193548387,2.838709677419355,4.096774193548387,3.161290322580645,2.4838709677419355,3.129032258064516,3.4516129032258065,3.5483870967741935,3.225806451612903,3.3870967741935485,3.4838709677419355,4.032258064516129,2.6774193548387095,3.4193548387096775,1.935483870967742,1.6896551724137931,1.4838709677419355,1.4333333333333333,1.3,1.565217391304348,1.6,1.3870967741935485,3.1052631578947367,2.526315789473684,2.736842105263158,2.9473684210526314,3.5806451612903225,2.870967741935484,3.6129032258064515,3.096774193548387,1.4516129032258065,1.4838709677419355,1.4838709677419355,1.5333333333333334,1.5483870967741935,1.2903225806451613,2.096774193548387,3.4193548387096775,2.4838709677419355,1.7586206896551724,1.7586206896551724,1.5357142857142858,1.5517241379310345,1.5714285714285714,1.5862068965517242,2,3.2758620689655173,2.4482758620689653,1.2580645161290323,1.2941176470588236,1.826086956521739,1.9130434782608696,2.4347826086956523,2.6956521739130435,2.260869565217391,1.826086956521739,1.8695652173913044,3.608695652173913,2.3043478260869565,1.75,1.75,2.25,2.55,2,1.75,1.8571428571428572,3.6666666666666665,2.2857142857142856,1.1612903225806452,2.8076923076923075,8.884615384615385,1.3076923076923077,1,1.3076923076923077,11.076923076923077,1.1538461538461537,2.6818181818181817,11.5,1.1290322580645162,1.962962962962963,1.8,1.5161290322580645,1.4516129032258065,1.3225806451612903,1.6451612903225807,1.1612903225806452,1.5483870967741935,2.2857142857142856,2.5,1.8,1.9473684210526316,1.9090909090909092,2.28,1.8333333333333333,8.290322580645162,6.580645161290323,1.1935483870967742,8.407407407407407,9.064516129032258,8.161290322580646,1,1.032258064516129,1,17.580645161290324,1.2580645161290323,2,1.7037037037037037,8.064516129032258,3.225806451612903,3.161290322580645,3.3225806451612905,3.5483870967741935,3.6451612903225805,3.806451612903226,3.3,3.096774193548387,1.6451612903225807,1.1612903225806452,1.3548387096774193,1.3225806451612903,1.8064516129032258,2.5454545454545454,2.4782608695652173,2.2222222222222223,2.2777777777777777,2.3,3.7096774193548385,3.6774193548387095,4.354838709677419,3.2580645161290325,3.2903225806451615,4.733333333333333,3,NA,1.8666666666666667
Buneary,1.25,9.549019607843137,1.2745098039215685,1.3235294117647058,1.3695652173913044,2.1911764705882355,3.966666666666667,1.161764705882353,1.5441176470588236,3.4545454545454546,3.3582089552238807,3.3484848484848486,3.7941176470588234,3.45,4.235294117647059,3.6470588235294117,3.0294117647058822,3.264705882352941,2.9411764705882355,3.485294117647059,3.0588235294117645,3.3529411764705883,3.283582089552239,2.823529411764706,3.6029411764705883,3.5522388059701493,3.671641791044776,3.5294117647058822,3.073529411764706,3.3970588235294117,3.6029411764705883,2.8970588235294117,3.6176470588235294,1.5,1.5820895522388059,1.4776119402985075,1.4852941176470589,1.3235294117647058,1.3018867924528301,1.2692307692307692,1.6764705882352942,2.9545454545454546,2.909090909090909,3.1818181818181817,3,3.7058823529411766,3.343283582089552,3.6470588235294117,3.3676470588235294,1.9411764705882353,2.176470588235294,1.3970588235294117,1.4411764705882353,1.5,1.4558823529411764,1.9852941176470589,3.323529411764706,2.283582089552239,1.7692307692307692,2.046153846153846,1.3880597014925373,1.4,1.4848484848484849,1.4,1.955223880597015,3.090909090909091,2.2686567164179103,1.3970588235294117,1.1388888888888888,2.641025641025641,2.6153846153846154,2.0256410256410255,2,1.6153846153846154,1.5897435897435896,2.1794871794871793,3.4615384615384617,2.4358974358974357,2.611111111111111,2.611111111111111,2.057142857142857,2.0555555555555554,1.7297297297297298,1.6756756756756757,2.4054054054054053,3.5588235294117645,2.6,1.0588235294117647,2.421875,9.052631578947368,1.65625,1.40625,1.5789473684210527,10.052631578947368,1.453125,4.323529411764706,7.3428571428571425,1.0588235294117647,1.703125,1.8955223880597014,1.6818181818181819,1.8181818181818181,1.5671641791044777,1.7313432835820894,1.626865671641791,1.6567164179104477,1.75,2.409090909090909,1.8461538461538463,2,1.9523809523809523,1.6923076923076923,2.0833333333333335,7.17910447761194,6.208955223880597,1.1044776119402986,7.338709677419355,8.940298507462687,7.477611940298507,1.0441176470588236,1.0307692307692307,1.0793650793650793,14.523076923076923,1.1875,1.8245614035087718,1.6271186440677967,8.573529411764707,3.3134328358208953,3.1641791044776117,3.0597014925373136,3.5076923076923077,3.1515151515151514,3.6515151515151514,3.5303030303030303,3.212121212121212,1.5692307692307692,1.3333333333333333,1.2615384615384615,1.3333333333333333,1.8181818181818181,2.2222222222222223,2.1666666666666665,1.9565217391304348,1.975,2.6315789473684212,3.4477611940298507,3.671641791044776,4.149253731343284,3.537313432835821,4.08955223880597,4.96969696969697,3,4,1.7837837837837838
Blitzle,1.1005291005291005,9.777777777777779,1.2339181286549707,1.2526315789473683,1.624113475177305,2.236842105263158,4.119496855345912,1.2352941176470589,1.7180851063829787,4,3.6210526315789475,3.4842105263157896,3.99468085106383,3.751322751322751,4.116402116402116,3.9788359788359786,3.142857142857143,2.9682539682539684,3.1648936170212765,3.4680851063829787,3.1914893617021276,3.6613756613756614,3.291005291005291,3.2433862433862433,3.4285714285714284,3.2275132275132274,3.2804232804232805,3.2645502645502646,2.9206349206349205,3.1904761904761907,3.367021276595745,3.0317460317460316,3.052910052910053,1.2430939226519337,1.372972972972973,1.4648648648648648,1.4171122994652405,1.2887700534759359,1.195945945945946,1.2291666666666667,1.7578947368421052,3.1555555555555554,3.688888888888889,3.5555555555555554,3.466666666666667,3.609625668449198,3.5425531914893615,3.452127659574468,3.572192513368984,2.596774193548387,1.967741935483871,1.402116402116402,1.7925531914893618,1.4550264550264551,1.8138297872340425,2.1648936170212765,2.425531914893617,2.2819148936170213,2.711864406779661,2.061797752808989,1.5786516853932584,1.8089887640449438,1.5611111111111111,1.7944444444444445,2.162921348314607,2.3910614525139664,2.1564245810055866,1.5105263157894737,1.2906976744186047,3.2777777777777777,2.577777777777778,2.4444444444444446,2.433333333333333,2.021978021978022,2.7777777777777777,2.422222222222222,2.4,2.4831460674157304,3.2470588235294118,2.5232558139534884,2.4235294117647057,2.4302325581395348,2.0689655172413794,2.7411764705882353,2.395348837209302,2.4047619047619047,2.4941176470588236,1.0105263157894737,3.845744680851064,9.183333333333334,1.9839572192513368,1.7914438502673797,1.5897435897435896,7.435897435897436,1.978494623655914,4.5,9.25,1.320855614973262,1.110236220472441,1.9259259259259258,1.3882978723404256,1.6382978723404256,1.8297872340425532,1.8351063829787233,1.9312169312169312,1.8783068783068784,1.411764705882353,2.2564102564102564,2.1714285714285713,2.0789473684210527,1.7352941176470589,1.9333333333333333,1.56,7.1534391534391535,6.328042328042328,1.0793650793650793,11.812154696132596,6.708994708994709,7.288770053475936,1.0211640211640212,1.1195652173913044,1.26875,29.483516483516482,1.0710382513661203,2.0089285714285716,1.7821782178217822,8.86096256684492,3.7301587301587302,3.560846560846561,3.7754010695187166,3.7883597883597884,3.941798941798942,4.1005291005291005,4.01058201058201,3.6455026455026456,1.3457446808510638,1.622340425531915,1.6310160427807487,1.5053191489361701,1.4545454545454546,2.1315789473684212,2.0597014925373136,2.0923076923076924,2.2325581395348837,2.288659793814433,3.8624338624338623,4.01058201058201,3.804232804232804,4.176470588235294,4.354497354497354,3.909090909090909,2.9166666666666665,3.9,1.9439252336448598
Bidoof,1.3653846153846154,10.892307692307693,1.2424242424242424,1.4230769230769231,1.3833333333333333,2.0576923076923075,3.6595744680851063,1.0865384615384615,1.4038461538461537,3.326923076923077,2.9711538461538463,3.125,3.6601941747572817,3.1555555555555554,4.230769230769231,3.9615384615384617,3.2884615384615383,3.1634615384615383,3.233009708737864,3.326923076923077,3.2596153846153846,3,3.592233009708738,3.144230769230769,3.269230769230769,3.2427184466019416,3.233009708737864,3.058252427184466,2.9615384615384617,2.563106796116505,3.3300970873786406,2.8461538461538463,3.3076923076923075,1.3398058252427185,1.42,1.4854368932038835,1.3300970873786409,1.1862745098039216,1.2758620689655173,1.3,1.7307692307692308,3.4642857142857144,3.3214285714285716,3.5357142857142856,3.5714285714285716,3.5,3.2884615384615383,3.173076923076923,3.0288461538461537,2.3333333333333335,1.9411764705882353,1.4901960784313726,1.5436893203883495,1.3333333333333333,1.4660194174757282,1.6310679611650485,2.303921568627451,1.7281553398058251,2.4680851063829787,1.9893617021276595,1.5520833333333333,1.4947368421052631,1.4623655913978495,1.5729166666666667,1.6875,2.2736842105263158,1.7157894736842105,1.4230769230769231,1.1020408163265305,2.413793103448276,2.293103448275862,1.8103448275862069,1.8793103448275863,1.2758620689655173,1.5862068965517242,1.6379310344827587,1.9310344827586208,1.5517241379310345,2.462962962962963,2.2115384615384617,1.7924528301886793,1.8703703703703705,1.3333333333333333,1.528301886792453,1.6603773584905661,1.8518518518518519,1.5740740740740742,1.25,3.4025974025974026,8.288135593220339,1.5921052631578947,1.6923076923076923,1.4166666666666667,4.608695652173913,1.5256410256410255,4.378378378378378,8.35135135135135,1.0673076923076923,1.402061855670103,1.8712871287128714,1.6435643564356435,1.6336633663366336,1.8823529411764706,1.8217821782178218,1.9405940594059405,1.693069306930693,1.8,2.1315789473684212,1.763157894736842,2,1.7619047619047619,2.0588235294117645,1.7096774193548387,6.784313725490196,7.70873786407767,1.4368932038834952,11.132352941176471,10.382352941176471,8.343137254901961,1.0388349514563107,1.1,1.0224719101123596,14.806122448979592,1.1919191919191918,1.9473684210526316,1.935897435897436,8.46078431372549,3.4854368932038833,3.3883495145631066,3.407766990291262,3.5686274509803924,3.5588235294117645,3.450980392156863,3.5686274509803924,3.5098039215686274,1.7941176470588236,1.0588235294117647,1.0294117647058822,1.0490196078431373,1.4019607843137254,2.037037037037037,1.8314606741573034,1.7419354838709677,1.696629213483146,1.95,3.892156862745098,3.950980392156863,4.068627450980392,3.8627450980392157,5.392156862745098,5.1875,3.3,3.730769230769231,1.7840909090909092
